INFO:root:Epoch 1: train_loss=1.8028, val_loss=0.8359, ci=0.6257, rm2=0.0519
INFO:root:Epoch 19: train_loss=0.3807, val_loss=0.3892, ci=0.8439, rm2=0.4792
INFO:root:Epoch 20: train_loss=0.3798, val_loss=0.3923, ci=0.8334, rm2=0.4742
INFO:root:Epoch 21: train_loss=0.3554, val_loss=0.3716, ci=0.8401, rm2=0.4932
INFO:root:Epoch 22: train_loss=0.3406, val_loss=0.3693, ci=0.8394, rm2=0.5127
INFO:root:Epoch 23: train_loss=0.3350, val_loss=0.3635, ci=0.8451, rm2=0.4951
INFO:root:Epoch 24: train_loss=0.3160, val_loss=0.3553, ci=0.8500, rm2=0.5457
INFO:root:Epoch 25: train_loss=0.3104, val_loss=0.3688, ci=0.8525, rm2=0.5052
INFO:root:Epoch 26: train_loss=0.3019, val_loss=0.3475, ci=0.8480, rm2=0.5463
INFO:root:Epoch 27: train_loss=0.2895, val_loss=0.3390, ci=0.8551, rm2=0.5334
INFO:root:Epoch 28: train_loss=0.2736, val_loss=0.3462, ci=0.8539, rm2=0.5517
INFO:root:Epoch 29: train_loss=0.2653, val_loss=0.3417, ci=0.8559, rm2=0.5223
INFO:root:Epoch 30: train_loss=0.2570, val_loss=0.3333, ci=0.8646, rm2=0.4984
INFO:root:Epoch 31: train_loss=0.2511, val_loss=0.3198, ci=0.8664, rm2=0.5438
INFO:root:Epoch 32: train_loss=0.2344, val_loss=0.3376, ci=0.8564, rm2=0.5553
INFO:root:Epoch 33: train_loss=0.2294, val_loss=0.3244, ci=0.8601, rm2=0.5114
INFO:root:Epoch 34: train_loss=0.2150, val_loss=0.3159, ci=0.8554, rm2=0.5746
INFO:root:Epoch 35: train_loss=0.2073, val_loss=0.3060, ci=0.8743, rm2=0.5370
INFO:root:Epoch 36: train_loss=0.1965, val_loss=0.2926, ci=0.8682, rm2=0.5937
INFO:root:Epoch 37: train_loss=0.1890, val_loss=0.3038, ci=0.8659, rm2=0.5379
INFO:root:Epoch 38: train_loss=0.1778, val_loss=0.2950, ci=0.8658, rm2=0.5768
INFO:root:Epoch 39: train_loss=0.1722, val_loss=0.2818, ci=0.8721, rm2=0.5966
INFO:root:Epoch 40: train_loss=0.1598, val_loss=0.2740, ci=0.8791, rm2=0.5910
INFO:root:Epoch 41: train_loss=0.1556, val_loss=0.2830, ci=0.8758, rm2=0.5716
INFO:root:Epoch 42: train_loss=0.1463, val_loss=0.2776, ci=0.8741, rm2=0.6478
INFO:root:Epoch 43: train_loss=0.1403, val_loss=0.2800, ci=0.8751, rm2=0.6374
INFO:root:Epoch 44: train_loss=0.1328, val_loss=0.2746, ci=0.8740, rm2=0.6187
INFO:root:Epoch 45: train_loss=0.1273, val_loss=0.2613, ci=0.8845, rm2=0.6321
INFO:root:Epoch 46: train_loss=0.1238, val_loss=0.2577, ci=0.8828, rm2=0.6496
INFO:root:Epoch 47: train_loss=0.1168, val_loss=0.2557, ci=0.8822, rm2=0.6754
INFO:root:Epoch 48: train_loss=0.1127, val_loss=0.2637, ci=0.8870, rm2=0.6168
INFO:root:Epoch 49: train_loss=0.1078, val_loss=0.2519, ci=0.8792, rm2=0.6496
INFO:root:Epoch 50: train_loss=0.1075, val_loss=0.2459, ci=0.8792, rm2=0.6669
INFO:root:Epoch 51: train_loss=0.0998, val_loss=0.2608, ci=0.8789, rm2=0.5957
INFO:root:Epoch 52: train_loss=0.0963, val_loss=0.2409, ci=0.8874, rm2=0.6750
INFO:root:Epoch 53: train_loss=0.0902, val_loss=0.2515, ci=0.8823, rm2=0.6539
INFO:root:Epoch 54: train_loss=0.0898, val_loss=0.2450, ci=0.8830, rm2=0.6333
INFO:root:Epoch 55: train_loss=0.0851, val_loss=0.2533, ci=0.8824, rm2=0.6321
INFO:root:Epoch 56: train_loss=0.0838, val_loss=0.2523, ci=0.8791, rm2=0.6659
INFO:root:Epoch 57: train_loss=0.0790, val_loss=0.2370, ci=0.8873, rm2=0.6505
INFO:root:Epoch 58: train_loss=0.0772, val_loss=0.2417, ci=0.8791, rm2=0.6750
INFO:root:Epoch 59: train_loss=0.0752, val_loss=0.2367, ci=0.8847, rm2=0.6600
INFO:root:Epoch 60: train_loss=0.0712, val_loss=0.2343, ci=0.8869, rm2=0.6825
INFO:root:Epoch 61: train_loss=0.0678, val_loss=0.2368, ci=0.8820, rm2=0.6830
INFO:root:Epoch 62: train_loss=0.0655, val_loss=0.2414, ci=0.8890, rm2=0.6172
INFO:root:Epoch 63: train_loss=0.0636, val_loss=0.2332, ci=0.8834, rm2=0.6717
INFO:root:Epoch 64: train_loss=0.0593, val_loss=0.2342, ci=0.8850, rm2=0.6913
INFO:root:Epoch 65: train_loss=0.0594, val_loss=0.2250, ci=0.8867, rm2=0.6764
INFO:root:Epoch 66: train_loss=0.0583, val_loss=0.2351, ci=0.8865, rm2=0.6691
INFO:root:Epoch 67: train_loss=0.0580, val_loss=0.2306, ci=0.8851, rm2=0.6694
INFO:root:Epoch 68: train_loss=0.0542, val_loss=0.2281, ci=0.8887, rm2=0.6760
INFO:root:Epoch 69: train_loss=0.0521, val_loss=0.2276, ci=0.8804, rm2=0.6748
INFO:root:Epoch 70: train_loss=0.0529, val_loss=0.2288, ci=0.8885, rm2=0.6994
INFO:root:Epoch 71: train_loss=0.0476, val_loss=0.2213, ci=0.8881, rm2=0.7016
INFO:root:Epoch 72: train_loss=0.0492, val_loss=0.2388, ci=0.8862, rm2=0.6865
INFO:root:Epoch 73: train_loss=0.0485, val_loss=0.2312, ci=0.8903, rm2=0.6444
INFO:root:Epoch 74: train_loss=0.0461, val_loss=0.2209, ci=0.8824, rm2=0.6783
INFO:root:Epoch 75: train_loss=0.0430, val_loss=0.2182, ci=0.8884, rm2=0.6985
INFO:root:Epoch 76: train_loss=0.0433, val_loss=0.2238, ci=0.8866, rm2=0.6740
INFO:root:Epoch 77: train_loss=0.0421, val_loss=0.2174, ci=0.8861, rm2=0.6920
INFO:root:Epoch 78: train_loss=0.0421, val_loss=0.2340, ci=0.8808, rm2=0.6969
INFO:root:Epoch 79: train_loss=0.0429, val_loss=0.2184, ci=0.8878, rm2=0.6874
INFO:root:Epoch 80: train_loss=0.0415, val_loss=0.2161, ci=0.8896, rm2=0.7014
INFO:root:Epoch 81: train_loss=0.0397, val_loss=0.2274, ci=0.8816, rm2=0.6716
INFO:root:Epoch 82: train_loss=0.0402, val_loss=0.2187, ci=0.8876, rm2=0.6950
INFO:root:Epoch 83: train_loss=0.0386, val_loss=0.2162, ci=0.8894, rm2=0.6917
INFO:root:Epoch 84: train_loss=0.0382, val_loss=0.2175, ci=0.8883, rm2=0.7219
INFO:root:Epoch 85: train_loss=0.0384, val_loss=0.2319, ci=0.8840, rm2=0.6962
INFO:root:Epoch 86: train_loss=0.0354, val_loss=0.2149, ci=0.8918, rm2=0.6774
INFO:root:Epoch 87: train_loss=0.0356, val_loss=0.2222, ci=0.8889, rm2=0.6653
INFO:root:Epoch 88: train_loss=0.0351, val_loss=0.2229, ci=0.8853, rm2=0.7174
INFO:root:Epoch 89: train_loss=0.0356, val_loss=0.2177, ci=0.8896, rm2=0.6944
INFO:root:Epoch 90: train_loss=0.0334, val_loss=0.2285, ci=0.8837, rm2=0.7213
INFO:root:Epoch 91: train_loss=0.0345, val_loss=0.2204, ci=0.8903, rm2=0.6766
INFO:root:Epoch 92: train_loss=0.0343, val_loss=0.2231, ci=0.8880, rm2=0.7172
INFO:root:Epoch 93: train_loss=0.0327, val_loss=0.2152, ci=0.8917, rm2=0.7008
INFO:root:Epoch 94: train_loss=0.0315, val_loss=0.2167, ci=0.8890, rm2=0.6923
INFO:root:Epoch 95: train_loss=0.0300, val_loss=0.2175, ci=0.8889, rm2=0.6984
INFO:root:Epoch 96: train_loss=0.0293, val_loss=0.2117, ci=0.8903, rm2=0.7179
INFO:root:Epoch 97: train_loss=0.0312, val_loss=0.2186, ci=0.8843, rm2=0.7341
INFO:root:Epoch 98: train_loss=0.0315, val_loss=0.2191, ci=0.8879, rm2=0.7217
INFO:root:Epoch 99: train_loss=0.0296, val_loss=0.2160, ci=0.8870, rm2=0.7088
INFO:root:Epoch 100: train_loss=0.0282, val_loss=0.2134, ci=0.8897, rm2=0.7011
INFO:root:Epoch 101: train_loss=0.0289, val_loss=0.2180, ci=0.8852, rm2=0.6804
INFO:root:Epoch 102: train_loss=0.0296, val_loss=0.2153, ci=0.8875, rm2=0.7287
INFO:root:Epoch 103: train_loss=0.0287, val_loss=0.2114, ci=0.8868, rm2=0.7214
INFO:root:Epoch 104: train_loss=0.0278, val_loss=0.2194, ci=0.8875, rm2=0.7063
INFO:root:Epoch 105: train_loss=0.0276, val_loss=0.2109, ci=0.8950, rm2=0.7042
INFO:root:Epoch 106: train_loss=0.0262, val_loss=0.2083, ci=0.8926, rm2=0.6898
INFO:root:Epoch 107: train_loss=0.0264, val_loss=0.2163, ci=0.8882, rm2=0.7345
INFO:root:Epoch 108: train_loss=0.0257, val_loss=0.2075, ci=0.8896, rm2=0.7298
INFO:root:Epoch 109: train_loss=0.0266, val_loss=0.2125, ci=0.8871, rm2=0.7146
INFO:root:Epoch 110: train_loss=0.0266, val_loss=0.2117, ci=0.8875, rm2=0.7389
INFO:root:Epoch 111: train_loss=0.0259, val_loss=0.2084, ci=0.8856, rm2=0.7363
INFO:root:Epoch 112: train_loss=0.0271, val_loss=0.2112, ci=0.8908, rm2=0.7025
INFO:root:Epoch 113: train_loss=0.0275, val_loss=0.2052, ci=0.8918, rm2=0.7310
INFO:root:Epoch 114: train_loss=0.0251, val_loss=0.2071, ci=0.8945, rm2=0.7230
INFO:root:Epoch 115: train_loss=0.0243, val_loss=0.2136, ci=0.8914, rm2=0.7346
INFO:root:Epoch 116: train_loss=0.0246, val_loss=0.2069, ci=0.8927, rm2=0.7239
INFO:root:Epoch 117: train_loss=0.0238, val_loss=0.2136, ci=0.8874, rm2=0.6976
INFO:root:Epoch 118: train_loss=0.0236, val_loss=0.2095, ci=0.8901, rm2=0.7110
INFO:root:Epoch 119: train_loss=0.0249, val_loss=0.2086, ci=0.8901, rm2=0.7158
INFO:root:Epoch 120: train_loss=0.0254, val_loss=0.2078, ci=0.8914, rm2=0.7409
INFO:root:Epoch 121: train_loss=0.0242, val_loss=0.2164, ci=0.8857, rm2=0.7019
INFO:root:Epoch 122: train_loss=0.0234, val_loss=0.2077, ci=0.8888, rm2=0.7287
INFO:root:Epoch 123: train_loss=0.0245, val_loss=0.2142, ci=0.8868, rm2=0.7333
INFO:root:Epoch 124: train_loss=0.0255, val_loss=0.2114, ci=0.8922, rm2=0.7267
INFO:root:Epoch 125: train_loss=0.0250, val_loss=0.2140, ci=0.8851, rm2=0.7148
INFO:root:Epoch 126: train_loss=0.0237, val_loss=0.2100, ci=0.8884, rm2=0.7346
INFO:root:Epoch 127: train_loss=0.0224, val_loss=0.2076, ci=0.8904, rm2=0.7268
INFO:root:Epoch 128: train_loss=0.0229, val_loss=0.2053, ci=0.8887, rm2=0.7449
INFO:root:Epoch 129: train_loss=0.0216, val_loss=0.2038, ci=0.8948, rm2=0.7260
INFO:root:Epoch 130: train_loss=0.0221, val_loss=0.2054, ci=0.8906, rm2=0.7275
INFO:root:Epoch 131: train_loss=0.0225, val_loss=0.2036, ci=0.8875, rm2=0.7470
INFO:root:Epoch 132: train_loss=0.0216, val_loss=0.2124, ci=0.8883, rm2=0.7366
INFO:root:Epoch 133: train_loss=0.0216, val_loss=0.2114, ci=0.8884, rm2=0.7369
INFO:root:Epoch 134: train_loss=0.0220, val_loss=0.2092, ci=0.8902, rm2=0.7288
INFO:root:Epoch 135: train_loss=0.0222, val_loss=0.2029, ci=0.8909, rm2=0.7212
INFO:root:Epoch 136: train_loss=0.0217, val_loss=0.2085, ci=0.8906, rm2=0.7178
INFO:root:Epoch 137: train_loss=0.0217, val_loss=0.2081, ci=0.8881, rm2=0.7401
INFO:root:Epoch 138: train_loss=0.0210, val_loss=0.2076, ci=0.8866, rm2=0.7386
INFO:root:Epoch 139: train_loss=0.0227, val_loss=0.2106, ci=0.8918, rm2=0.7278
INFO:root:Epoch 140: train_loss=0.0222, val_loss=0.2053, ci=0.8898, rm2=0.7388
INFO:root:Epoch 141: train_loss=0.0219, val_loss=0.2078, ci=0.8908, rm2=0.7440
INFO:root:Epoch 142: train_loss=0.0208, val_loss=0.2050, ci=0.8915, rm2=0.7294
INFO:root:Epoch 143: train_loss=0.0196, val_loss=0.2039, ci=0.8940, rm2=0.7271
INFO:root:Epoch 144: train_loss=0.0213, val_loss=0.2053, ci=0.8969, rm2=0.7366
INFO:root:Epoch 145: train_loss=0.0196, val_loss=0.2071, ci=0.8938, rm2=0.7386
INFO:root:Epoch 146: train_loss=0.0194, val_loss=0.2025, ci=0.8950, rm2=0.7486
INFO:root:Epoch 147: train_loss=0.0198, val_loss=0.1993, ci=0.8952, rm2=0.7391
INFO:root:Epoch 148: train_loss=0.0207, val_loss=0.2017, ci=0.8923, rm2=0.7389
INFO:root:Epoch 149: train_loss=0.0202, val_loss=0.2027, ci=0.8953, rm2=0.7497
INFO:root:Epoch 150: train_loss=0.0203, val_loss=0.2040, ci=0.8917, rm2=0.7330
INFO:root:Test loss: 0.2034, ci=0.8896, rm2=0.7469
INFO:root:Epoch 1: train_loss=1.9998, val_loss=2.3186, ci=0.6423, rm2=0.0703
INFO:root:Epoch 2: train_loss=0.8730, val_loss=1.6661, ci=0.7120, rm2=0.1797
INFO:root:Epoch 3: train_loss=0.7837, val_loss=0.9119, ci=0.7623, rm2=0.2632
INFO:root:Epoch 4: train_loss=0.7177, val_loss=0.8567, ci=0.7823, rm2=0.2970
INFO:root:Epoch 5: train_loss=0.6689, val_loss=0.7729, ci=0.7933, rm2=0.3073
INFO:root:Epoch 6: train_loss=0.6401, val_loss=0.7243, ci=0.7901, rm2=0.2789
INFO:root:Epoch 7: train_loss=0.6262, val_loss=0.9507, ci=0.7929, rm2=0.2786
INFO:root:Epoch 8: train_loss=0.6187, val_loss=0.5712, ci=0.7939, rm2=0.3079
INFO:root:Epoch 9: train_loss=0.5983, val_loss=0.5933, ci=0.7997, rm2=0.2878
INFO:root:Epoch 10: train_loss=0.5834, val_loss=0.5515, ci=0.7957, rm2=0.3212
INFO:root:Epoch 11: train_loss=0.5693, val_loss=0.7158, ci=0.8026, rm2=0.3249
INFO:root:Epoch 12: train_loss=0.5983, val_loss=0.5274, ci=0.8010, rm2=0.3056
INFO:root:Epoch 13: train_loss=0.5625, val_loss=0.5730, ci=0.8066, rm2=0.3519
INFO:root:Epoch 14: train_loss=0.5455, val_loss=0.5188, ci=0.8043, rm2=0.3691
INFO:root:Epoch 15: train_loss=0.5440, val_loss=0.5558, ci=0.8115, rm2=0.3604
INFO:root:Epoch 16: train_loss=0.5233, val_loss=0.5229, ci=0.8112, rm2=0.3999
INFO:root:Epoch 17: train_loss=0.5093, val_loss=0.4914, ci=0.8203, rm2=0.4415
INFO:root:Epoch 18: train_loss=0.4938, val_loss=0.4676, ci=0.8125, rm2=0.4089
INFO:root:Epoch 19: train_loss=0.4726, val_loss=0.4389, ci=0.8060, rm2=0.4388
INFO:root:Epoch 20: train_loss=0.4527, val_loss=0.5222, ci=0.8309, rm2=0.5008
INFO:root:Epoch 21: train_loss=0.4448, val_loss=0.5322, ci=0.8257, rm2=0.4943
INFO:root:Epoch 22: train_loss=0.4357, val_loss=0.3718, ci=0.8334, rm2=0.5261
INFO:root:Epoch 23: train_loss=0.4152, val_loss=0.3576, ci=0.8401, rm2=0.5103
INFO:root:Epoch 24: train_loss=0.4062, val_loss=0.3787, ci=0.8276, rm2=0.4975
INFO:root:Epoch 25: train_loss=0.3819, val_loss=0.3774, ci=0.8274, rm2=0.5443
INFO:root:Epoch 26: train_loss=0.3716, val_loss=0.4145, ci=0.8457, rm2=0.5178
INFO:root:Epoch 27: train_loss=0.3537, val_loss=0.3517, ci=0.8463, rm2=0.5788
INFO:root:Epoch 28: train_loss=0.3552, val_loss=0.3552, ci=0.8467, rm2=0.5661
INFO:root:Epoch 29: train_loss=0.3374, val_loss=0.3220, ci=0.8528, rm2=0.5473
INFO:root:Epoch 30: train_loss=0.3236, val_loss=0.3517, ci=0.8520, rm2=0.5549
INFO:root:Epoch 31: train_loss=0.3186, val_loss=0.3724, ci=0.8514, rm2=0.5835
INFO:root:Epoch 32: train_loss=0.3005, val_loss=0.3551, ci=0.8476, rm2=0.6079
INFO:root:Epoch 33: train_loss=0.2904, val_loss=0.3071, ci=0.8555, rm2=0.6095
INFO:root:Epoch 34: train_loss=0.2862, val_loss=0.3026, ci=0.8662, rm2=0.5906
INFO:root:Epoch 35: train_loss=0.2721, val_loss=0.2954, ci=0.8625, rm2=0.6037
INFO:root:Epoch 36: train_loss=0.2676, val_loss=0.3055, ci=0.8731, rm2=0.5365
INFO:root:Epoch 37: train_loss=0.2516, val_loss=0.3489, ci=0.8573, rm2=0.6182
INFO:root:Epoch 38: train_loss=0.2499, val_loss=0.2889, ci=0.8765, rm2=0.5903
INFO:root:Epoch 39: train_loss=0.2394, val_loss=0.2754, ci=0.8722, rm2=0.6050
INFO:root:Epoch 40: train_loss=0.2282, val_loss=0.2803, ci=0.8672, rm2=0.6398
INFO:root:Epoch 41: train_loss=0.2217, val_loss=0.2975, ci=0.8746, rm2=0.6093
INFO:root:Epoch 42: train_loss=0.2103, val_loss=0.2739, ci=0.8768, rm2=0.6157
INFO:root:Epoch 43: train_loss=0.2094, val_loss=0.2644, ci=0.8744, rm2=0.6217
INFO:root:Epoch 44: train_loss=0.1956, val_loss=0.2731, ci=0.8754, rm2=0.6283
INFO:root:Epoch 45: train_loss=0.1926, val_loss=0.2689, ci=0.8789, rm2=0.6062
INFO:root:Epoch 46: train_loss=0.1830, val_loss=0.2958, ci=0.8741, rm2=0.6794
INFO:root:Epoch 47: train_loss=0.1758, val_loss=0.2706, ci=0.8755, rm2=0.6367
INFO:root:Epoch 48: train_loss=0.1678, val_loss=0.2486, ci=0.8788, rm2=0.6875
INFO:root:Epoch 49: train_loss=0.1635, val_loss=0.2469, ci=0.8836, rm2=0.6424
INFO:root:Epoch 50: train_loss=0.1526, val_loss=0.2723, ci=0.8799, rm2=0.6063
INFO:root:Epoch 51: train_loss=0.1524, val_loss=0.2442, ci=0.8814, rm2=0.6707
INFO:root:Epoch 52: train_loss=0.1429, val_loss=0.2423, ci=0.8736, rm2=0.6673
INFO:root:Epoch 53: train_loss=0.1355, val_loss=0.2615, ci=0.8799, rm2=0.6549
INFO:root:Epoch 54: train_loss=0.1285, val_loss=0.2555, ci=0.8670, rm2=0.6666
INFO:root:Epoch 55: train_loss=0.1282, val_loss=0.2930, ci=0.8649, rm2=0.6560
INFO:root:Epoch 56: train_loss=0.1188, val_loss=0.2457, ci=0.8795, rm2=0.6918
INFO:root:Epoch 57: train_loss=0.1130, val_loss=0.2497, ci=0.8792, rm2=0.6700
INFO:root:Epoch 58: train_loss=0.1103, val_loss=0.2459, ci=0.8735, rm2=0.6837
INFO:root:Epoch 59: train_loss=0.1068, val_loss=0.2419, ci=0.8791, rm2=0.6351
INFO:root:Epoch 60: train_loss=0.1020, val_loss=0.2415, ci=0.8866, rm2=0.6645
INFO:root:Epoch 61: train_loss=0.0962, val_loss=0.2237, ci=0.8850, rm2=0.6737
INFO:root:Epoch 62: train_loss=0.0948, val_loss=0.2389, ci=0.8800, rm2=0.6322
INFO:root:Epoch 63: train_loss=0.0914, val_loss=0.2396, ci=0.8798, rm2=0.6563
INFO:root:Epoch 64: train_loss=0.0880, val_loss=0.2361, ci=0.8824, rm2=0.6511
INFO:root:Epoch 65: train_loss=0.0852, val_loss=0.2425, ci=0.8751, rm2=0.6799
INFO:root:Epoch 66: train_loss=0.0807, val_loss=0.2365, ci=0.8858, rm2=0.6243
INFO:root:Epoch 67: train_loss=0.0756, val_loss=0.2459, ci=0.8716, rm2=0.6992
INFO:root:Epoch 68: train_loss=0.0745, val_loss=0.2247, ci=0.8842, rm2=0.6700
INFO:root:Epoch 69: train_loss=0.0725, val_loss=0.2226, ci=0.8858, rm2=0.6498
INFO:root:Epoch 70: train_loss=0.0703, val_loss=0.2240, ci=0.8824, rm2=0.6500
INFO:root:Epoch 71: train_loss=0.0680, val_loss=0.2278, ci=0.8848, rm2=0.6319
INFO:root:Epoch 72: train_loss=0.0698, val_loss=0.2202, ci=0.8791, rm2=0.6687
INFO:root:Epoch 73: train_loss=0.0631, val_loss=0.2214, ci=0.8803, rm2=0.6925
INFO:root:Epoch 74: train_loss=0.0584, val_loss=0.2299, ci=0.8831, rm2=0.6799
INFO:root:Epoch 75: train_loss=0.0576, val_loss=0.2343, ci=0.8839, rm2=0.6846
INFO:root:Epoch 76: train_loss=0.0563, val_loss=0.2452, ci=0.8764, rm2=0.7103
INFO:root:Epoch 77: train_loss=0.0575, val_loss=0.2133, ci=0.8841, rm2=0.6965
INFO:root:Epoch 78: train_loss=0.0536, val_loss=0.2237, ci=0.8809, rm2=0.6970
INFO:root:Epoch 79: train_loss=0.0520, val_loss=0.2105, ci=0.8873, rm2=0.6668
INFO:root:Epoch 80: train_loss=0.0528, val_loss=0.2244, ci=0.8768, rm2=0.7170
INFO:root:Epoch 81: train_loss=0.0495, val_loss=0.2237, ci=0.8859, rm2=0.6693
INFO:root:Epoch 82: train_loss=0.0479, val_loss=0.2168, ci=0.8816, rm2=0.7114
INFO:root:Epoch 83: train_loss=0.0496, val_loss=0.2171, ci=0.8918, rm2=0.6804
INFO:root:Epoch 84: train_loss=0.0468, val_loss=0.2156, ci=0.8853, rm2=0.6774
INFO:root:Epoch 85: train_loss=0.0426, val_loss=0.2145, ci=0.8876, rm2=0.6749
INFO:root:Epoch 86: train_loss=0.0444, val_loss=0.2172, ci=0.8838, rm2=0.6735
INFO:root:Epoch 87: train_loss=0.0442, val_loss=0.2317, ci=0.8820, rm2=0.6834
INFO:root:Epoch 88: train_loss=0.0435, val_loss=0.2085, ci=0.8876, rm2=0.6983
INFO:root:Epoch 89: train_loss=0.0418, val_loss=0.2104, ci=0.8877, rm2=0.7023
INFO:root:Epoch 90: train_loss=0.0437, val_loss=0.2268, ci=0.8853, rm2=0.6861
INFO:root:Epoch 91: train_loss=0.0411, val_loss=0.2329, ci=0.8806, rm2=0.7170
INFO:root:Epoch 92: train_loss=0.0398, val_loss=0.2006, ci=0.8888, rm2=0.7066
INFO:root:Epoch 93: train_loss=0.0365, val_loss=0.2055, ci=0.8895, rm2=0.6937
INFO:root:Epoch 94: train_loss=0.0367, val_loss=0.2121, ci=0.8823, rm2=0.7168
INFO:root:Epoch 95: train_loss=0.0395, val_loss=0.2092, ci=0.8864, rm2=0.6818
INFO:root:Epoch 96: train_loss=0.0389, val_loss=0.2165, ci=0.8897, rm2=0.7109
INFO:root:Epoch 97: train_loss=0.0362, val_loss=0.2087, ci=0.8862, rm2=0.6939
INFO:root:Epoch 98: train_loss=0.0341, val_loss=0.2090, ci=0.8888, rm2=0.6708
INFO:root:Epoch 99: train_loss=0.0342, val_loss=0.2159, ci=0.8927, rm2=0.7089
INFO:root:Epoch 100: train_loss=0.0344, val_loss=0.2041, ci=0.8896, rm2=0.7097
INFO:root:Epoch 101: train_loss=0.0316, val_loss=0.1978, ci=0.8907, rm2=0.7083
INFO:root:Epoch 102: train_loss=0.0329, val_loss=0.2166, ci=0.8893, rm2=0.7445
INFO:root:Epoch 103: train_loss=0.0339, val_loss=0.2058, ci=0.8905, rm2=0.7047
INFO:root:Epoch 104: train_loss=0.0328, val_loss=0.1979, ci=0.8929, rm2=0.7430
INFO:root:Epoch 105: train_loss=0.0316, val_loss=0.2056, ci=0.8883, rm2=0.6958
INFO:root:Epoch 106: train_loss=0.0308, val_loss=0.2094, ci=0.8888, rm2=0.7167
INFO:root:Epoch 107: train_loss=0.0325, val_loss=0.2046, ci=0.8877, rm2=0.7073
INFO:root:Epoch 108: train_loss=0.0305, val_loss=0.2113, ci=0.8910, rm2=0.6999
INFO:root:Epoch 109: train_loss=0.0315, val_loss=0.2032, ci=0.8866, rm2=0.7195
INFO:root:Epoch 110: train_loss=0.0301, val_loss=0.2086, ci=0.8890, rm2=0.7158
INFO:root:Epoch 111: train_loss=0.0296, val_loss=0.2040, ci=0.8937, rm2=0.7222
INFO:root:Epoch 112: train_loss=0.0299, val_loss=0.2115, ci=0.8920, rm2=0.7171
INFO:root:Epoch 113: train_loss=0.0286, val_loss=0.2031, ci=0.8954, rm2=0.7035
INFO:root:Epoch 114: train_loss=0.0267, val_loss=0.2042, ci=0.8933, rm2=0.7232
INFO:root:Epoch 115: train_loss=0.0280, val_loss=0.1981, ci=0.8921, rm2=0.7299
INFO:root:Epoch 116: train_loss=0.0282, val_loss=0.2094, ci=0.8959, rm2=0.7247
INFO:root:Epoch 117: train_loss=0.0298, val_loss=0.2022, ci=0.8944, rm2=0.7299
